Records.Breached,Records.Breached...Detail,Name,CatID,Total.Records,Region,Contact..etc.,Category_dm,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Description,Example (HTML),
NA,NA,Goodwill Industries International Inc.,17,"868,000",NA,NA,Payer (Insurer),BSR,Maryland,200000201,Rockville,14-Jul-14,2014,Krebs On Security,HACK,"Financial institutions are tracking what appears to be fraudulent activity at numerous Goodwill retail stores. The fraudulent activity involves credit card breaches and that the compromised credit cards appear to have started at Goodwill stores across the country. The credit card information is then showing up at other retail establishments, similar to the breaches that occurred at Target, Neiman Marcus, P.F. Changs, etc.ìGoodwill Industries International was contacted last Friday 
afternoon by a payment card industry fraud investigative unit and 
federal authorities informing us that select U.S. store locations may 
have been the victims of possible theft of payment card numbers,î the 
company wrote in an email.†
ìInvestigators are currently reviewing available information,î the 
statement continued. ìAt this point, no breach has been confirmed but an
 investigation is underway. Goodwills across the country take the data 
of consumers seriously and their community well-being is our number one 
concern. Goodwill Industries International is working with industry 
contacts and the federal authorities on the investigation. We will 
remain appraised of the situation and will work proactively with any 
individual local Goodwill involved taking appropriate actions if a data 
compromise is uncovered.îGoodwill Industries stated they learned of the potential breach on July 18th and is working with federal investigators to determine if the breach is legitimate and if legitimate. how many stores were affected. UPDATE (9/10/2014): Goodwill Industries announced that the data breach they suffered is linked to a third party vendor.† ""Goodwill said a forensic investigation had found that a third-party 
vendor's systems had been attacked by malware, providing the attackers 
with access to the credit card data of several of that vendor's 
customers intermittently between February 10, 2013 and August 14, 2014"".According to Goodwill, 330 Goodwill stores in 20 states were affected. Forbes reported that 868,000 individuals were affected.More Information: http://www.esecurityplanet.com/network-security/goodwill-data-breach-lin...","'<b>Goodwill Industries International Inc.</b> had a data breach in 2014, in Maryland. Financial institutions are tracking what appears to be fraudulent activity at numerous Goodwill retail stores. The fraudulent activity involves credit card breaches and that the compromised credit cards appear to have started at Goodwill stores across the country. The credit card information is then showing up at other retail establishments, similar to the breaches that occurred at Target, Neiman Marcus, P.F. Changs, etc.ìGoodwill Industries International was contacted last Friday 
afternoon by a payment card industry fraud investigative unit and 
federal authorities informing us that select U.S. store locations may 
have been the victims of possible theft of payment card numbers,î the 
company wrote in an email.†
ìInvestigators are currently reviewing available information,î the 
statement continued. ìAt this point, no breach has been confirmed but an
 investigation is underway. Goodwills across the country take the data 
of consumers seriously and their community well-being is our number one 
concern. Goodwill Industries International is working with industry 
contacts and the federal authorities on the investigation. We will 
remain appraised of the situation and will work proactively with any 
individual local Goodwill involved taking appropriate actions if a data 
compromise is uncovered.îGoodwill Industries stated they learned of the potential breach on July 18th and is working with federal investigators to determine if the breach is legitimate and if legitimate. how many stores were affected. UPDATE (9/10/2014): Goodwill Industries announced that the data breach they suffered is linked to a third party vendor.† ""Goodwill said a forensic investigation had found that a third-party 
vendor's systems had been attacked by malware, providing the attackers 
with access to the credit card data of several of that vendor's 
customers intermittently between February 10, 2013 and August 14, 2014"".According to Goodwill, 330 Goodwill stores in 20 states were affected. Forbes reported that 868,000 individuals were affected.More Information: http://www.esecurityplanet.com/network-security/goodwill-data-breach-lin... [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Flagship,17,,NA,NA,Payer (Insurer),BSF,California,200002777,Menlo Park,5-Jan-18,2017,California Attorney General,PHYS,,"'<b>Flagship</b> had a data breach in 2017, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Flewelling & Mitton PC,17,0,NA,NA,Payer (Insurer),BSF,Colorado,200000876,Louisville,28-Dec-15,2015,Maryland Attorney General,PHYS,"Flewelling & Mitton PC notified individuals of a data breach when their offices were broken into the morning of December 11, 2015. The individual broke the locks on several file cabinets that contained customer information.The information compromised included names and Social Security numbers. They stated that the only thing stolen was petty cash.More Information: https://www.oag.state.md.us/idtheft/Breach%20Notices/2015/itu-262309.pdf","'<b>Flewelling & Mitton PC</b> had a data breach in 2015, in Colorado. Flewelling & Mitton PC notified individuals of a data breach when their offices were broken into the morning of December 11, 2015. The individual broke the locks on several file cabinets that contained customer information.The information compromised included names and Social Security numbers. They stated that the only thing stolen was petty cash.More Information: https://www.oag.state.md.us/idtheft/Breach%20Notices/2015/itu-262309.pdf [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Flexible Benefit Service Corporation,17,"19,438",NA,NA,Payer (Insurer),BSF,Illinois,200002899,Chicago,14-Feb-18,2017,Security Breach Letter,HACK,"Flexible Benefit Service Corporation suffered a breach which affected 19438 records, including Medical Information and SSN.","'<b>Flexible Benefit Service Corporation</b> had a data breach in 2017, in Illinois. Flexible Benefit Service Corporation suffered a breach which affected 19438 records, including Medical Information and SSN. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Flinn Scientific, Inc.",17,0,NA,NA,Payer (Insurer),BSR,Illinois,200000212,Batvia,1-Oct-14,2014,California Attorney General,HACK,"Flinn Scientific, an ecommerce site focused on scientific materials for teachers and students, notified customers of a data breach to their online payment system when a cyber attacker inserted malware to gain access to the server that hosts payment information. The information breached includes payment card numbers, card verification codes, expiration dates, names, addresses, and email addresses.The company has set up credit monitoring with AllClearID for 12 months for those individuals affected by the breach. For questions individuals can call 1-866-979-2595 to get credit monitoring started.","'<b>Flinn Scientific, Inc.</b> had a data breach in 2014, in Illinois. Flinn Scientific, an ecommerce site focused on scientific materials for teachers and students, notified customers of a data breach to their online payment system when a cyber attacker inserted malware to gain access to the server that hosts payment information. The information breached includes payment card numbers, card verification codes, expiration dates, names, addresses, and email addresses.The company has set up credit monitoring with AllClearID for 12 months for those individuals affected by the breach. For questions individuals can call 1-866-979-2595 to get credit monitoring started. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Fontainebleau Miami Beach,17,158,NA,NA,Payer (Insurer),BSR,Florida,200002919,Miami Beach,8-Feb-18,2018,Security Breach Letter,INSD,Fontainebleau Miami Beach suffered a data breach affecting 158 records which included both Credit card and debit card information.,"'<b>Fontainebleau Miami Beach</b> had a data breach in 2018, in Florida. Fontainebleau Miami Beach suffered a data breach affecting 158 records which included both Credit card and debit card information. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Scottrade,17,"4,600,000",NA,NA,Payer (Insurer),BSF,Missouri,200000436,St. Louis,1-Oct-15,2015,California Attorney General,HACK,,"'<b>Scottrade</b> had a data breach in 2015, in Missouri.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Scripps Network LLC. (Food.com),17,0,NA,NA,Payer (Insurer),BSO,Tennessee,200000443,Knocksville,16-Oct-15,2015,California Attorney General,HACK,"Food.com notified customers of a databreach to their system that may have affected emails, usernames and passwords. These credentials were used to login onto the site for managing their recipe box and posting recipes on the site. These same credentials are used to Foodnetwork.com website as well as mobile applications through the site. This intrusion occurred between August 8, 2015 and September 2, 2015. According to the company no financial information or Social Security information was compromised. The company is recommending that customers change their usernames and passwords. ","'<b>Scripps Network LLC. (Food.com)</b> had a data breach in 2015, in Tennessee. Food.com notified customers of a databreach to their system that may have affected emails, usernames and passwords. These credentials were used to login onto the site for managing their recipe box and posting recipes on the site. These same credentials are used to Foodnetwork.com website as well as mobile applications through the site. This intrusion occurred between August 8, 2015 and September 2, 2015. According to the company no financial information or Social Security information was compromised. The company is recommending that customers change their usernames and passwords.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Select Restaurants Inc. ,17,0,NA,NA,Payer (Insurer),BSO,Ohio,200001138,Cleveland,16-Mar-17,2017,Krebs On Security,HACK,,"'<b>Select Restaurants Inc. </b> had a data breach in 2017, in Ohio.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Forbes.com,17,0,NA,NA,Payer (Insurer),BSO,New York,200000008,New York,14-Feb-14,2014,Media,HACK,"Forbes.com announced on their Facebook page February 14th, that they had been a target of a data breach by hackers. They claim that ""the email address for anyone registered with Forbes.com has been exposed Please be wary of emails that purport to come from Forbes, as the list of email addresses may be used in phishing attacks.† The passwords were encrypted, but as a precaution, we will strongly encourage Forbes.com readers to change their passwords on our system once we make sign-on available again"".","'<b>Forbes.com</b> had a data breach in 2014, in New York. Forbes.com announced on their Facebook page February 14th, that they had been a target of a data breach by hackers. They claim that ""the email address for anyone registered with Forbes.com has been exposed Please be wary of emails that purport to come from Forbes, as the list of email addresses may be used in phishing attacks.† The passwords were encrypted, but as a precaution, we will strongly encourage Forbes.com readers to change their passwords on our system once we make sign-on available again"". [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Forever21,17,,NA,NA,Payer (Insurer),BSR,California,200002780,Los Angeles,28-Dec-17,2017,California Attorney General,HACK,,"'<b>Forever21</b> had a data breach in 2017, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
72000,"72,000",Buckeye Community Health Plan,17,"72,000",Midwest,,Payer (Insurer),MED,Ohio,100012400,Columbus,6/3/2006,2006,Dataloss DB,PORT,"Four laptop computers containing  customer names, Social Security numbers, and addresses were stolen  from the Medicaid insurance provider.","'<b>Buckeye Community Health Plan</b> had a data breach in 2006, in Ohio. Four laptop computers containing  customer names, Social Security numbers, and addresses were stolen  from the Medicaid insurance provider. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Mt. Gox- Worlds Largest Bitcoin Exchange,17,0,NA,NA,Payer (Insurer),BSF,Tokyo,200000013,,3-Mar-14,2014,Media,HACK,"From a distance, the world's largest bitcoin exchange looked like a towering example of renegade entrepreneurism. But on the inside, according to some who were there, Mt. Gox was a messy combination of poor management, neglect, and raw inexperience.Its collapse into bankruptcy last week ñ and the disappearance of $460 million, apparently stolen by hackers, and another $27.4 million missing from its bank accounts ñ came as little surprise to people who had knowledge of the Tokyo-based company's inner workings.","'<b>Mt. Gox- Worlds Largest Bitcoin Exchange</b> had a data breach in 2014, in Tokyo. From a distance, the world's largest bitcoin exchange looked like a towering example of renegade entrepreneurism. But on the inside, according to some who were there, Mt. Gox was a messy combination of poor management, neglect, and raw inexperience.Its collapse into bankruptcy last week ñ and the disappearance of $460 million, apparently stolen by hackers, and another $27.4 million missing from its bank accounts ñ came as little surprise to people who had knowledge of the Tokyo-based company's inner workings. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Game Stop,17,0,NA,NA,Payer (Insurer),BSO,Texas,200002191,Grapevine,2-Jun-17,2017,Security Breach Letter,HACK,"GameStop recently identified and addressed a security incident that may have involved your payment card information.† We are providing this notice to inform you of the incident and to call your attention to some steps you can take to protect yourself.† At GameStop, we value our customers and understand the importance of protecting customer personal information.† We sincerely apologize for any inconvenience or concern this incident may cause.What HappenedAfter receiving a report that data from payment cards used on www.GameStop.com may have been obtained by unauthorized individuals, we immediately began and investigation and hired a leading cybersecurity firm to assist us.† Although the investigation did not identify evidence of unauthorized access to payment card data, we determined on April 18, 2017 that the potential for that to have occurred existed for certain transactions.","'<b>Game Stop</b> had a data breach in 2017, in Texas. GameStop recently identified and addressed a security incident that may have involved your payment card information.† We are providing this notice to inform you of the incident and to call your attention to some steps you can take to protect yourself.† At GameStop, we value our customers and understand the importance of protecting customer personal information.† We sincerely apologize for any inconvenience or concern this incident may cause.What HappenedAfter receiving a report that data from payment cards used on www.GameStop.com may have been obtained by unauthorized individuals, we immediately began and investigation and hired a leading cybersecurity firm to assist us.† Although the investigation did not identify evidence of unauthorized access to payment card data, we determined on April 18, 2017 that the potential for that to have occurred existed for certain transactions. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Geekface LLC,17,0,NA,NA,Payer (Insurer),NGO,Connecticut,200000191,Pawcatuck,26-Aug-14,2014,California Attorney General,HACK,"Geekface LLC, which runs the online sites Hatchwise.com and eLogoContest.com notified customers of a data breach to their server that compromised personal information.The information breached included names, addresses, birth dates, usernames, passwords, and Social Security numbers.For those with questions or needing further assistance they can call 1-800-303-09111-800-303-0911 between 10:00 a.m and 5:00 p.m. EST Monday through Friday or visit hatchwise.com.CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype","'<b>Geekface LLC</b> had a data breach in 2014, in Connecticut. Geekface LLC, which runs the online sites Hatchwise.com and eLogoContest.com notified customers of a data breach to their server that compromised personal information.The information breached included names, addresses, birth dates, usernames, passwords, and Social Security numbers.For those with questions or needing further assistance they can call 1-800-303-09111-800-303-0911 between 10:00 a.m and 5:00 p.m. EST Monday through Friday or visit hatchwise.com.CallSend SMSAdd to SkypeYou'll need Skype CreditFree via Skype [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Gingerbread Shed Corporation,17,0,NA,NA,Payer (Insurer),BSR,Arizona,200000057,Tempe,7-May-14,2014,California Attorney General,HACK,"Gingerbread Shed Corporation notified customers of unauthorized access to their system that compromised the personal data of its customers. The information included names, addresses, phone numbers, email addresses, credit card information, user names and passwords for website accounts.","'<b>Gingerbread Shed Corporation</b> had a data breach in 2014, in Arizona. Gingerbread Shed Corporation notified customers of unauthorized access to their system that compromised the personal data of its customers. The information included names, addresses, phone numbers, email addresses, credit card information, user names and passwords for website accounts. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,GlamGlow,17,0,NA,NA,Payer (Insurer),BSO,California,200000430,Hollywood,8-Oct-15,2015,California Attorney General,HACK,"GlamGlow notified customers of a data breach when their online ecommerce site was compromised. The information accessed occurred between September 19 and September 21, 2014 and May 12 and May 15, 2015 and included names, addresses, telephone numbers, payment card numbers, expiration dates, security codes, email addresses and GlamGlow account passwords. For those affected with questions call 1-800-219-2031 between 9:30 am and 4:30 pm EST.","'<b>GlamGlow</b> had a data breach in 2015, in California. GlamGlow notified customers of a data breach when their online ecommerce site was compromised. The information accessed occurred between September 19 and September 21, 2014 and May 12 and May 15, 2015 and included names, addresses, telephone numbers, payment card numbers, expiration dates, security codes, email addresses and GlamGlow account passwords. For those affected with questions call 1-800-219-2031 between 9:30 am and 4:30 pm EST. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Godiva Chocolatier Inc.,17,0,NA,NA,Payer (Insurer),BSR,New York,200000261,New York,25-Nov-14,2014,California Attorney General,PORT,"Godiva notified employees of the company of a data breach when a Human Resources employee, who was traveling to retail sites, had a briefcase stolen from a car. The briefcase contained a lap top that had employee information on it. The lap top was not encrypted.The information included names, addresses, Social Security numbers and drivers license numbers.The company is providing Experian ProtectMyID Alert for 12 months for free. For questions call 1-866-328-1993 Monday through Friday 6:00 a.m to 6:00 p.m Pacific time.","'<b>Godiva Chocolatier Inc.</b> had a data breach in 2014, in New York. Godiva notified employees of the company of a data breach when a Human Resources employee, who was traveling to retail sites, had a briefcase stolen from a car. The briefcase contained a lap top that had employee information on it. The lap top was not encrypted.The information included names, addresses, Social Security numbers and drivers license numbers.The company is providing Experian ProtectMyID Alert for 12 months for free. For questions call 1-866-328-1993 Monday through Friday 6:00 a.m to 6:00 p.m Pacific time. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Golden 1 Credit Union,17,0,NA,NA,Payer (Insurer),BSF,California,200000372,Los Angeles,27-Jul-15,2015,California Attorney General,INSD,"Golden State Credit Union notified members of a data breach when a credit union employee viewed member accounts without authorization. The information viewed included names, Social Security numbers, driver's license numbers and additional financial information. The credit union is providing Credit Watch through Equifax to those affected for 12 months at no cost. Those affected must apply by April 15, 2016. ","'<b>Golden 1 Credit Union</b> had a data breach in 2015, in California. Golden State Credit Union notified members of a data breach when a credit union employee viewed member accounts without authorization. The information viewed included names, Social Security numbers, driver's license numbers and additional financial information. The credit union is providing Credit Watch through Equifax to those affected for 12 months at no cost. Those affected must apply by April 15, 2016.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,GoToMyPC,17,0,NA,NA,Payer (Insurer),BSO,California,200000770,Santa Clara,20-Jun-16,2016,Krebs On Security,HACK,,"'<b>GoToMyPC</b> had a data breach in 2016, in California.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Grill Parts.com,17,0,NA,NA,Payer (Insurer),BSR,California,200000290,Santa Rosa,16-Jan-15,2015,California Attorney General,HACK,"Grillparts.com notified customers of a data breach to their website from January 2014 through October 2014. The information compromised included first and last names, addresses, personal card account numbers, expiration dates, and credit/debit card security codes. It is currently unknown or has not been reported as to the number of people who were affected.The company is providing the services of Kroll identity theft protection for one year at no cost to those who might have been affected by the breach. Visit kroll.idMonitoringService.com and follow the online instructions to take advantage of the Identity Theft Protection Services. You will need to enter the membership ID provided by the company sent in a letter to those whose information has been or could have been compromised.","'<b>Grill Parts.com</b> had a data breach in 2015, in California. Grillparts.com notified customers of a data breach to their website from January 2014 through October 2014. The information compromised included first and last names, addresses, personal card account numbers, expiration dates, and credit/debit card security codes. It is currently unknown or has not been reported as to the number of people who were affected.The company is providing the services of Kroll identity theft protection for one year at no cost to those who might have been affected by the breach. Visit kroll.idMonitoringService.com and follow the online instructions to take advantage of the Identity Theft Protection Services. You will need to enter the membership ID provided by the company sent in a letter to those whose information has been or could have been compromised. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,ground (ctrl),17,0,NA,NA,Payer (Insurer),BSO,California,200000051,Sacramento,5-May-14,2014,California Attorney General,HACK,"Ground(ctrl) operates social networking community websites focused on musicians, informed customers of a data breach to their website. The information breached included e-mail addresses and passwords. The company did inform customers that their credit card information was never stored with them and was not at risk.","'<b>ground (ctrl)</b> had a data breach in 2014, in California. Ground(ctrl) operates social networking community websites focused on musicians, informed customers of a data breach to their website. The information breached included e-mail addresses and passwords. The company did inform customers that their credit card information was never stored with them and was not at risk. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Rosen Hotels & Resorts,17,0,NA,NA,Payer (Insurer),BSO,Florida,200000576,Orlando,4-Mar-16,2016,California Attorney General,HACK,"Guest name and payment card information (cardholder name, payment card number, exp date and security code) for 8 records breached.","'<b>Rosen Hotels & Resorts</b> had a data breach in 2016, in Florida. Guest name and payment card information (cardholder name, payment card number, exp date and security code) for 8 records breached. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Gyft,17,0,NA,NA,Payer (Insurer),BSR,California,200000560,Mountain View,5-Feb-16,2016,California Attorney General,HACK,"Gyft notified customers of a data breach when they discovered unauthorized access to two cloud providers used by the company contained personal information of customers.The information compromised included names, addresses, dates of birth, phone numbers, email addresses, and gift card numbers. Gift cards may have been used to make purchases on their site. The dates of the breach were March 19, 2015 and December 4, 2015.For additional information on the breach go to www.myidcare.com/gyft.More information: http://oag.ca.gov/ecrime/databreach/reports/sb24-59990","'<b>Gyft</b> had a data breach in 2016, in California. Gyft notified customers of a data breach when they discovered unauthorized access to two cloud providers used by the company contained personal information of customers.The information compromised included names, addresses, dates of birth, phone numbers, email addresses, and gift card numbers. Gift cards may have been used to make purchases on their site. The dates of the breach were March 19, 2015 and December 4, 2015.For additional information on the breach go to www.myidcare.com/gyft.More information: http://oag.ca.gov/ecrime/databreach/reports/sb24-59990 [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,America's Job Link Alliance,17,"2,100,000",NA,NA,Payer (Insurer),BSO,Kansas,200001145,Topeka,27-Mar-17,2017,Media,HACK,"Hackers have breached America's Job Link Alliance (AJLA), a job portal offered by the Department of Labor (DOL), and stolen personal details from an undisclosed number of job seekers.AJLA, a multi-state database of US job seekers, acknowledged the security breach through a message on its website.Hackers stole information from job seekers in 10 statesAccording to AJLA officials, hackers registered an account on the job portal and then used a vulnerability in the AJLA source code to extract data from other users.An investigation revealed hackers managed to get access to names, dates of birth, and Social Security Numbers for users in ten of the sixteen states catered by the AJLA portal.Affected states include Alabama, Arizona, Arkansas, Delaware, Idaho, Illinois, Kansas, Maine, Oklahoma, and Vermont. Currently, job seekers in Georgia, Indiana, Kentucky, Nevada, New Jersey and Massachusetts don't appear to be affected.More Information: https://www.bleepingcomputer.com/news/security/hackers-breached-departme...http://www.ajla.net/pressrelease.html","'<b>America's Job Link Alliance</b> had a data breach in 2017, in Kansas. Hackers have breached America's Job Link Alliance (AJLA), a job portal offered by the Department of Labor (DOL), and stolen personal details from an undisclosed number of job seekers.AJLA, a multi-state database of US job seekers, acknowledged the security breach through a message on its website.Hackers stole information from job seekers in 10 statesAccording to AJLA officials, hackers registered an account on the job portal and then used a vulnerability in the AJLA source code to extract data from other users.An investigation revealed hackers managed to get access to names, dates of birth, and Social Security Numbers for users in ten of the sixteen states catered by the AJLA portal.Affected states include Alabama, Arizona, Arkansas, Delaware, Idaho, Illinois, Kansas, Maine, Oklahoma, and Vermont. Currently, job seekers in Georgia, Indiana, Kentucky, Nevada, New Jersey and Massachusetts don't appear to be affected.More Information: https://www.bleepingcomputer.com/news/security/hackers-breached-departme...http://www.ajla.net/pressrelease.html [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Illinois Board of Elections,17,"200,000",NA,NA,Payer (Insurer),GOV,Illinois,200000867,Springfield,30-Aug-16,2016,,HACK,"Hackers have breached databases for election systems in Illinois and Arizona, according to state election systems in Illinois and Arizona, according to state election and law enforcement officials.In Illinois, hackers accessed a database for the Illinois Board of Elections, compromising up to 200,000 personal voter records according to Ken Menzel, General Counsel for the board.The information compromised included names, addresses, sex and birthdays, plus voter's social security number or drivers' license numbers. The database that was compromised had information going back 10 years and most likely included outdated information which was never purged. ","'<b>Illinois Board of Elections</b> had a data breach in 2016, in Illinois. Hackers have breached databases for election systems in Illinois and Arizona, according to state election systems in Illinois and Arizona, according to state election and law enforcement officials.In Illinois, hackers accessed a database for the Illinois Board of Elections, compromising up to 200,000 personal voter records according to Ken Menzel, General Counsel for the board.The information compromised included names, addresses, sex and birthdays, plus voter's social security number or drivers' license numbers. The database that was compromised had information going back 10 years and most likely included outdated information which was never purged.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Lord & Taylor's, Saks",17,"5,000,000",NA,NA,Payer (Insurer),BSR,New Jersey,200002964,,1-Apr-18,2018,Media,HACK,"Hackers have stolen the personal and financial information of customers who shop at Lord and Taylor and Saks Fifth Avenue in the latest of a string of data breaches in recent years.Records for more than five million credit and debit cards used at all the chainsí North American locations were compromised, according to Gemini Advisory, a cybersecurity firm. Most were obtained from stores in New York and New Jersey, Gemini said.","'<b>Lord & Taylor's, Saks</b> had a data breach in 2018, in New Jersey. Hackers have stolen the personal and financial information of customers who shop at Lord and Taylor and Saks Fifth Avenue in the latest of a string of data breaches in recent years.Records for more than five million credit and debit cards used at all the chainsí North American locations were compromised, according to Gemini Advisory, a cybersecurity firm. Most were obtained from stores in New York and New Jersey, Gemini said. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Paytime,17,"233,000",NA,NA,Payer (Insurer),BSF,Pennsylvania,200000095,Mechanicsburg,14-May-14,2014,Media,HACK,,"'<b>Paytime</b> had a data breach in 2014, in Pennsylvania.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Harbortouch,17,"4,200",NA,NA,Payer (Insurer),BSO,Pennsylvania,200000324,Allentown,1-May-15,2015,Krebs On Security,HACK,"Harbortouch,†a POS vendor, announced a breach of†several of†the companies restaurant and bar customers. Patrons to the restaurants and/or bars were notified that their payment cards may have been compromised when malicious software was found on the POS systems.†","'<b>Harbortouch</b> had a data breach in 2015, in Pennsylvania. Harbortouch,†a POS vendor, announced a breach of†several of†the companies restaurant and bar customers. Patrons to the restaurants and/or bars were notified that their payment cards may have been compromised when malicious software was found on the POS systems.† [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,HealthEquity,17,0,NA,NA,Payer (Insurer),MED,Utah,200000565,Draper,25-Jan-16,2016,California Attorney General,DISC,"Health Equity notified individuals of a data breach when an employee inadvertently sent an email on December 11, 2015 containing personal information to another employer the company conducts business with.The information compromised included Social Security numbers.The company is providing identity monitoring services through Kroll for one year for free. ","'<b>HealthEquity</b> had a data breach in 2016, in Utah. Health Equity notified individuals of a data breach when an employee inadvertently sent an email on December 11, 2015 containing personal information to another employer the company conducts business with.The information compromised included Social Security numbers.The company is providing identity monitoring services through Kroll for one year for free.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,Heartland Automotive/Jiffy Lube,17,0,NA,NA,Payer (Insurer),BSO,Texas,200000132,Irving,8-Jul-14,2014,California Attorney General,PORT,,"'<b>Heartland Automotive/Jiffy Lube</b> had a data breach in 2014, in Texas.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
3700,"3,700",Highmark Insurance,17,"3,700",Northeast,,Payer (Insurer),MED,Pennsylvania,100039000,Pittsburgh,2/4/2010,2010,Dataloss DB,PHYS,"Highmark notified 3,700 members that documents containing their names, policy identification and Social Security numbers were missing. This is the second such data spill involving the regionÌ£s dominant health insurer in four months. In January, the company mailed a premium billing statement to BoscovÌ£s Department Store, a client in Reading, according to Highmark. The envelope arrived damaged and torn; pages were also missing. The pages included the names and other identifying information for 3,700 members.","'<b>Highmark Insurance</b> had a data breach in 2010, in Pennsylvania. Highmark notified 3,700 members that documents containing their names, policy identification and Social Security numbers were missing. This is the second such data spill involving the regionÌ£s dominant health insurer in four months. In January, the company mailed a premium billing statement to BoscovÌ£s Department Store, a client in Reading, according to Highmark. The envelope arrived damaged and torn; pages were also missing. The pages included the names and other identifying information for 3,700 members. [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
NA,NA,"Hi-Tec Sports USA, Inc. ",17,0,NA,NA,Payer (Insurer),BSO,California,200000668,Modesto,11-May-16,2016,California Attorney General,HACK,"Hi-Tec received reports from several customers of fraudulent charges appearing on their payment cards shortly after they were used to make a purchase on our Magnum Boots online order page. Hi-Tec immediately began working with the company that developed and maintains its websites. On March 11, 2016, the web developer reported that it had identified unauthorized code that had been inserted into the program that operates its order completion page.† Hi-Tec began an analysis to determine when the code was inserted and its functionality.† While that analysis was being conducted, Hi-Tec stopped accepting payment cards on its site and engaged a leading computer security investigation firm to assist in the investigation.The information compromised included names, email addresses, phone numbers, payment card numbers, expiration dates and security codes (CVV codes). Orders placed between January 24, 2016 to March 11, 2016 on their Magnum Boots and Hi-Tec websites may have been affected. ","'<b>Hi-Tec Sports USA, Inc. </b> had a data breach in 2016, in California. Hi-Tec received reports from several customers of fraudulent charges appearing on their payment cards shortly after they were used to make a purchase on our Magnum Boots online order page. Hi-Tec immediately began working with the company that developed and maintains its websites. On March 11, 2016, the web developer reported that it had identified unauthorized code that had been inserted into the program that operates its order completion page.† Hi-Tec began an analysis to determine when the code was inserted and its functionality.† While that analysis was being conducted, Hi-Tec stopped accepting payment cards on its site and engaged a leading computer security investigation firm to assist in the investigation.The information compromised included names, email addresses, phone numbers, payment card numbers, expiration dates and security codes (CVV codes). Orders placed between January 24, 2016 to March 11, 2016 on their Magnum Boots and Hi-Tec websites may have been affected.  [<a class=""BodyText"" href=""http://foreverdata.org/2000/"" >source</a>]',",
