OrgID,Name,SourceType
100061000,NEA Baptist Clinic,Breaches
550,Nebraska Hospital Association,DischargeSurvey
100061100,Nebraska Workers Compensation Court,Breaches
100061200,NECA/IBEW Family Medical Care Plan,Breaches
4600,Nelly Law,DischargeFOIA
3310,Nemours Childrens Hospital,DischargeFOIA
3320,Nemours Foundation,DischargeFOIA
6230,"Neocure Group, Llc",DischargeFOIA
6240,"Net-Fast, Inc.",DischargeFOIA
100061300,Neurological Institute of Savannah and Center for Spine (NIOS),Breaches
570,New Hampshire Department of Health & Human Services,DischargeSurvey
100061400,New Hampshire Department of Health and Human Services,Breaches
100061500,New Hampshires Lakes Region General Hospital,Breaches
100061600,New Jersey Department of Health,Breaches
580,New Jersey Department of Health & Senior Services,DischargeSurvey
590,New Mexico Department of Health,DischargeSurvey
100061700,New Mexico Medicaid,Breaches
100061800,New River Health Association,Breaches
6250,New Solutions Inc.,DischargeFOIA
100061900,New York Academy of Medicine,Breaches
7810,New York Center for Agricultural Medicine; Health,DischargeFOIA
100062000,New York City Human Resources Administration and New York City Department of Health and Mental Hygiene,Breaches
100062100,New York Life Insurance Company,Breaches
100062200,New York Life Insurance Company,Breaches
3330,New York Presbyterian Hospital,DischargeFOIA
600,New York State Dept of Health,DischargeSurvey
9770,New York Times,DischargeFOIA
100062300,New York University Langone Medical Center Hospital for Join Diseases (HJD),Breaches
100062400,"New York University Langone Medical Center, Office of Dr. Eric C. Parker, Office of Dr. Patrick J. Kelly",Breaches
100062500,New York University School of Medicine Aging and Dementia Clinical Research Center,Breaches
7820,"New York University,  Center for Health & Public Service Research",DischargeFOIA
100062600,New York Urology Associates,Breaches
100062700,"New York-Presbyterian Hospital, Weill Cornell Medical Center",Breaches
100062800,"Newark Beth Israel Medical Center, Professional Transcription Company (PTC), Inc.",Breaches
100062900,Newland Medical Associates,Breaches
3340,Newport Community Hospital,DischargeFOIA
9780,Newstrategy Inc.,DischargeFOIA
100063000,NewTech Imaging,Breaches
11230,Niagara Health Quality Coalition,DischargeFOIA
7830,Nj Health Care Quality Institute Catherine Angrisani-P,DischargeFOIA
10390,"Nor-Cal Ems, Inc.",DischargeFOIA
100063100,Norman Pediactric Associates and Norman Urology,Breaches
4610,"Norman, Hanson & DeTroy, LLC",DischargeFOIA
3350,North Bay Healthcare,DischargeFOIA
100063200,North Bay Regional Health Centre,Breaches
3360,North Broward Hospital District,DischargeFOIA
100063300,North Carolina Department of Health and Human Services,Breaches
100063400,North Carolina Dept. of Health and Human Services,Breaches
100063500,North Country Health Services,Breaches
620,North Dakota Department of Health,DischargeSurvey
3370,North Florida Surgery Center,DischargeFOIA
9790,North Jersey Media Group,DischargeFOIA
100063600,North Lincoln Community Health Center Clinic,Breaches
100063700,North Los Angeles County Regional Center (NLACRC),Breaches
100063800,North Point Dental Care,Breaches
100063900,"North Shore University Hospital, North Shore - Long Island Jewish Health System",Breaches
3380,North Valley Hospital,DischargeFOIA
7840,Northeast Center for Agricultural and Occupational Health,DischargeFOIA
100064000,"Northeast Orthopaedics, MRecord",Breaches
100064100,Northridge Hospital Medical Center,Breaches
100064200,Northstar Healthcare,Breaches
10560,Northwest Healthcare,DischargeFOIA
3390,Northwest Hospital,DischargeFOIA
1590,Northwest Washington Medical Bureau,DischargeFOIA
100064300,Northwestern Medical Faculty Foundation,Breaches
100064400,Northwestern Memorial Hospital,Breaches
100064500,Northwestern Memorial Hospital Home Hospice,Breaches
3400,Northwestern University Feinberg School Of Medicin,DischargeFOIA
1600,NovaHealth,DischargeFOIA
1030,"Novo Nordisk, Inc.",DischargeFOIA
100064600,Nursing Visioned Medical Services,Breaches
3410,Ny Downtown Hospital,DischargeFOIA
5100,Nyc Department Of Health And Mental Hygiene,DischargeFOIA
11090,Nyc Health And Hospitals Corporation,DischargeFOIA
10460,Nyc Office Of Mental Health,DischargeFOIA
10310,Nyc Workers Compensation Board,DischargeFOIA
100064700,NYU Langone Medical Center,Breaches
100064800,NYU Langone Medical Center Hospital for Joint Diseases,Breaches
3420,Nyu Medical Center,DischargeFOIA
7850,Nyu Stern,DischargeFOIA
250,O'Conco Healthcare Consultants,DischargeFOIA
100064900,Oak Ridge National Laboratory,Breaches
3440,Ocean Beach Hospital,DischargeFOIA
100065000,"Ochsner Health System , H.E.L.P. Financial Corporation",Breaches
100065100,Ochsner Medical Center,Breaches
100065200,Ochsner Medical Center,Breaches
100065300,Ochsner Medical Center,Breaches
3430,OConnor Hospital,DischargeFOIA
650,Office for Oregon Health Policy and Research,DischargeSurvey
10680,"Office of Attorney General, ME",DischargeFOIA
100065400,"Office of Brian J. Daniels, D.D.S. and Paul R. Daniels D.D.S.",Breaches
100065500,Office of Dr. Calvin L. Schuster,Breaches
100065600,Office of Dr. Clark-Neitzel,Breaches
100065700,Office of Dr. David Turner,Breaches
100065800,Office of Dr. Edalji and Dr. Komer,Breaches
100065900,Office of Dr. Gloria Traje-Quitoriano,Breaches
100066000,Office of Dr. James M. McGee,Breaches
100066100,Office of Dr. Jeffrey Paul Edelstein,Breaches
100066200,Office of Dr. Jeffry Barnes,Breaches
100066300,Office of Dr. Jeremiah J. Twomey,Breaches
100066400,"Office of Dr. Lee D. Pollan, DMD, PC.",Breaches
100066500,"Office of Dr. Leslie Coleman, Staff Providers",Breaches
100066600,"Office of Dr. Luz Colon, DPM Podiatry",Breaches
100066700,Office of Dr. Morgan Camp and Associates,Breaches
100066800,Office of Dr. Philip P. Corneliuson,Breaches
100066900,Office of Dr. Rex Smith,Breaches
100067000,Office of Dr. Robert Witham,Breaches
100067100,Office of Dr. Roy E. Gondo,Breaches
100067200,Office of Dr. Sandra Bujanda-Wagner,Breaches
100067300,Office of Dr. Sharon L. Rogers,Breaches
100067400,"Office of Dr. Stephen Haggard, DPM Podiatry",Breaches
100067500,Office of Dr. William F. DeLuca Jr.,Breaches
100067600,"Office of Gene S. J. Liaw, MD.",Breaches
10690,"Office Of General Counsel, FL",DischargeFOIA
720,"Office of Health Care Statistics, Utah Department of Health",DischargeSurvey
700,"Office of Health Statistics, Tennessee Department of Health",DischargeSurvey
100067700,"Office of Paul C. Brown, M.D., P.S.",Breaches
9370,"Office of Policy and Legal Analysis, Maine State Legislature, ME",DischargeFOIA
100067800,"Office of Robert S. Smith, M.D., Inc.",Breaches
10700,"Office Of The Attorney General, FL",DischargeFOIA
10710,"Office Of The Attorney General, Pres. Drugs/Special Projects, FL",DischargeFOIA
9380,"Office of the Governor, ME",DischargeFOIA
100067900,Office of the New York City Public Advocate,Breaches
4620,Ogden Murphy Wallace Pllc,DischargeFOIA
100068000,Ohio Department of Developmental Disabilities,Breaches
630,Ohio Hospital Association,DischargeSurvey
7860,Ohio State University,DischargeFOIA
100068100,Ohio State University,Breaches
100068200,Ohio State University Medical Center,Breaches
100068300,Ohio State University Medical Center,Breaches
100068400,"Ohio State University Medical Center, MTE Consulting",Breaches
100068500,Ohio University Hudson Health Center,Breaches
10140,Okaloosa County Property Appraiser,DischargeFOIA
640,Oklahoma State Department of Health,DischargeSurvey
100068600,Oklahoma State Department of Health,Breaches
100068700,Oklahoma Veterans Affairs Medical Center,Breaches
7870,Old Dominion University,DischargeFOIA
100068800,Oldendorf Medical Services,Breaches
3450,Olympic Medical Center,DischargeFOIA
100068900,Omnicare Inc.,Breaches
100069000,"Omnicell, University of Michigan Health System",Breaches
7880,Onpoint Health Data,DischargeFOIA
100069100,Open Door Clinic of Greater Elgin,Breaches
100069200,"Open MRI of Chicago, Nation Wise Machine Buyers",Breaches
100069300,Optimum HealthCare Inc.,Breaches
10570,Option Care,DischargeFOIA
40,OptumInsight,DischargeFOIA
9220,Oracle,DischargeFOIA
5110,Orange Co Health Care Agency,DischargeFOIA
3460,Orange Coast Memorial Medical Center,DischargeFOIA
5120,Orange County Health Department,DischargeFOIA
7890,Oregon Health And Science University,DischargeFOIA
100069400,Oregon Health and Science University,Breaches
100069500,Oregon Health and Science University,Breaches
100069600,Oregon Health and Science University,Breaches
100069700,Oregon Health and Science University Hospital (OHSU),Breaches
7900,Oregon State,DischargeFOIA
100069800,Oregon State Hospital,Breaches
9800,Orlando Business Journal,DischargeFOIA
3470,Orlando Health,DischargeFOIA
9810,Orlando Sentinel,DischargeFOIA
100069900,OrthoMontana,Breaches
100070000,"Orthopedic Physician Associates, Proliance Surgeons",Breaches
100070100,"Orthopedics and Adult Reconstructive Surgery, AssuranceMD",Breaches
10150,Osceola County Property Appraisers Office,DischargeFOIA
100070200,"Osceola Medical Center, Hils Transcription Service",Breaches
3480,Othello Community Hospital,DischargeFOIA
1040,"Otsuka America Pharmaceutical, Inc.",DischargeFOIA
100070300,Our Lady of Peace,Breaches
6260,"Outcome Concept Systems, Inc.",DischargeFOIA
3490,Overlake Hospital Medical Center,DischargeFOIA
4630,Oxman And Jaroscak,DischargeFOIA
7910,P2 Collaborative Of Wny,DischargeFOIA
1610,Pacific Business Group On Health,DischargeFOIA
800,Pacific Institute for Research and Evaluation,DischargeFOIA
100070400,Pacific Retina Specialists,Breaches
1620,Pacificare Health System,DischargeFOIA
1630,Pacificare Of Washington,DischargeFOIA
100070500,Palm Beach County Health Department,Breaches
100070600,Palm Beach County Health Department,Breaches
100070700,Palo Alto Medical Foundation,Breaches
7920,Palo Alto Medical Foundation Research Institute,DischargeFOIA
3500,Palo Alto Va Healthcare System,DischargeFOIA
100070800,"Pamlico Medical Equipment, LLC (Now Vidant Internal Medicine)",Breaches
9520,Para Healthcare Financial Services,DischargeFOIA
6270,Parentebeard Confidence Through Clar Allyson Preston,DischargeFOIA
3510,Paris Regional Medical Center,DischargeFOIA
100070900,"Park Avenue Obstetrics and Gynecology, PC",Breaches
4640,"Parker, Hudson, Rainer & Dobbs, Llp",DischargeFOIA
1640,Parkland Health & Hospital System,DischargeFOIA
100071000,Parkland Memorial Hospital,Breaches
3520,Parrish Medical Center,DischargeFOIA
10160,Pasco County Property Appraiser,DischargeFOIA
100071100,Pathology Group,Breaches
100071200,"Patterson Dental, River Arch Dental, Hamner Square Dental",Breaches
100071300,Patuxent River Naval Air Station,Breaches
3530,Peacehealth,DischargeFOIA
6880,Peardiver Technologies Inc,DischargeFOIA
100071400,"Pediatric and Adult Allergy, PC",Breaches
100071500,Pediatric Sports and Spine Associates,Breaches
9230,"Pelesend, Inc.",DischargeFOIA
100071600,Peninsula Orthopaedic Associates,Breaches
7930,Penn State,DischargeFOIA
100071700,Pennsylvania Department of Aging,Breaches
660,Pennsylvania Health Care Cost Containment Council (PHC4),DischargeSurvey
100071800,Pennsylvania Public Welfare Department,Breaches
3540,Penobscot Bay Medical Center,DischargeFOIA
100071900,Penrose Hospital,Breaches
100072000,Perry Dental,Breaches
4650,Perry-Smith Llp,DischargeFOIA
840,Personal Genome Project,DischargeFOIA
3550,Phoebe Putney Memorial Hospital,DischargeFOIA
100072100,Phoebe Putney Memorial Hospital,Breaches
100072200,"Phoenix Cardiac Surgery, P.C.",Breaches
100072300,Physicians Automated Laboratory,Breaches
100072400,Physicians Automated Laboratory,Breaches
10170,Picerne Development Corp. Of  Florida,DischargeFOIA
100072500,"Piedmont Behavioral Healthcare (PBH), Alamance-Caswell LME (AC LME)",Breaches
4660,Pierce Atwood,DischargeFOIA
100072600,Pima County Health Department,Breaches
100072700,Pinellas County and Florida state agency offices,Breaches
5130,Pinellas County Health Department,DischargeFOIA
10180,Pinellas County Property Appraiser,DischargeFOIA
100072800,"PinnacleHealth System, Gair Medical Transportation Services",Breaches
6280,"Pinon Analytics, Llc",DischargeFOIA
100072900,Pitt County Memorial Hospital,Breaches
6290,Planning Decisions,DischargeFOIA
1210,Plastic and Hand Surgical Associates,DischargeFOIA
100073000,"Platte Valley Medical Center (PVMC), Centura Health",Breaches
100073100,PMC Medicare Choice,Breaches
3560,Pmmc,DischargeFOIA
100073200,"Pocatello Family Medicine, Idaho State University",Breaches
3570,Pomona Valley Hospital Medical Center,DischargeFOIA
1140,Population Reference Bureau,DischargeFOIA
100073300,"Portal Healthcare Solutions, Glens Falls Hospital",Breaches
9820,Portland Phoenix,DischargeFOIA
9830,Portland Press Herald,DischargeFOIA
100073400,Portland Veterans Affairs Medical Center,Breaches
100073500,Portsmouth Hospital,Breaches
3580,Portsmouth Regional Hospital,DischargeFOIA
100073600,Preferred Skin Solutions,Breaches
1650,Premera Blue Cross,DischargeFOIA
6300,"Premier Inc,",DischargeFOIA
7940,Prenatal And Perinatal Psychology Candidate,DischargeFOIA
100073700,Presbyterian Anesthesia Associates,Breaches
100073800,Presbyterian Health Care Services,Breaches
100073900,Presbyterian Healthcare Service,Breaches
100074000,Presbyterian Intercommunity Hospital,Breaches
100074100,Prescription Advantage,Breaches
100074200,Prescription Monitoring Program,Breaches
160,Press Ganey Associates,DischargeFOIA
6310,Preusser Research Group Inc.,DischargeFOIA
6320,Pricewaterhouse Coopers,DischargeFOIA
100074300,"Prime Home Care, LLC",Breaches
100074400,Prince William County Intellectual Disabilities Case Management,Breaches
7950,Princeton University Library,DischargeFOIA
100074500,Principal Financial Group,Breaches
4670,"Pringle Quinn Anzano, P.C.",DischargeFOIA
80,Privacert,LS
100074600,Private Counseling and Psychotherapy Practice,Breaches
100074700,Private Dental Practice,Breaches
100074800,Private Dental Practice,Breaches
100074900,Private Dental Practice,Breaches
100075000,Private Dental Practice,Breaches
100075100,Private Dental Practice,Breaches
100075200,Private Dental Practice,Breaches
100075300,Private Dental Practice,Breaches
100075400,Private Dental Practice in Medical Commons One,Breaches
100075500,"Private Legal Practice, Baker Moving and Storage",Breaches
100075600,Private Medical Practice,Breaches
100075700,Private Medical Practice,Breaches
100075800,Private Medical Practice,Breaches
100075900,Private Medical Practice,Breaches
100076000,Private Medical Practice,Breaches
100076100,Private Medical Practice,Breaches
100076200,Private Medical Practice,Breaches
100076300,Private Medical Practice,Breaches
100076400,Private Medical Practice,Breaches
100076500,Private Practice in Medical Arts Building,Breaches
9840,Pro Publica ,DischargeFOIA
100076600,ProAssurance Mid-Continent Underwriters,Breaches
11100,Professional Data Services,DischargeFOIA
100076700,ProMedica,Breaches
3590,Prosser Memorial Hospital,DischargeFOIA
910,"Protenium Healrhcare Solutions, Llc",DischargeFOIA
6330,Protiviti,DischargeFOIA
100076800,Provena Covenant Medical Center,Breaches
100076900,Providence Alaska Medical Center,Breaches
3600,Providence Everett Medical Center,DischargeFOIA
100077000,Providence Health,Breaches
3610,Providence Health Services,DischargeFOIA
100077100,Providence Home Services,Breaches
3620,Providence Hospital,DischargeFOIA
100077200,Providence Hospital,Breaches
3630,Providence Saint Peter Hospital,DischargeFOIA
3640,Providence Sw Washington Service Area,DischargeFOIA
6340,"Provider Consulting Solutions, Inc",DischargeFOIA
100077300,Prudential Financial Inc.,Breaches
100077400,PSA HealthCare,Breaches
11240,"Psch, Inc",DischargeFOIA
100077500,"PST Services, Inc., Litton and Giddings Radiological Associates, P.C.",Breaches
100077600,Public Health - Seattle and King County,Breaches
7960,Public Health Institute,DischargeFOIA
6350,Public Health Resource Group,DischargeFOIA
11110,"Public Strategies, Inc.",DischargeFOIA
10190,Puget Sound Clean Air Agency,DischargeFOIA
3650,Puget Sound Health Alliance,DischargeFOIA
3660,Puget Sound Surgical Center,DischargeFOIA
3670,Pullman Regional Hospital,DischargeFOIA
100077700,"Pure Med Spa, Brite Smile Brite Skin",Breaches
6360,Pyramed Inc,DischargeFOIA
100077800,Q Dental Group PC,Breaches
6370,Qms Consulting,DischargeFOIA
870,QuadraMed,DischargeFOIA
6380,"Qual Surge Health, Llc Blue Beckham",DischargeFOIA
6390,Quantros,DischargeFOIA
6400,"Quantum Leap Innovations, Inc.",DischargeFOIA
5310,Quest Diagnosis,DischargeFOIA
100077900,Quest Diagnostics,Breaches
3680,Quincy Valley Medical Center,DischargeFOIA
6410,Quorum Health Resources,DischargeFOIA
100078000,R.E. Moulton,Breaches
6420,Radcor Inc,DischargeFOIA
100078100,"Radford University, Waldron School of Health and Human Services",Breaches
100078200,Rainbow Hospice and Palliative Care,Breaches
100078300,Raleigh Orthopaedic Clinic,Breaches
100078400,Rancho Los Amigos National Rehabilitation Center,Breaches
6430,Rand Corp,DischargeFOIA
100078500,Randle Eastern Ambulance Service inc.,Breaches
100078600,"Rape and Brooks Orthodontics, P.C.",Breaches
100078700,Ravenel Elementary School,Breaches
9530,Raymond James,DischargeFOIA
100078800,Reading Hospital,Breaches
6440,Reden & Anders,DischargeFOIA
3690,Redington Fairview General Hospital,DischargeFOIA
3700,Redwood Regional Medical Group,DischargeFOIA
1660,Regence Blue Shield,DischargeFOIA
100078900,Regional Medical Center,Breaches
10620,Rehabcare,DischargeFOIA
100079000,Reid Hospital,Breaches
100079100,"Renal Treatment Centers Southeast, DaVita Inc.",Breaches
6450,"Research & Planning Consultants, Lp",DischargeFOIA
100079200,Restart Behavioral Health Care,Breaches
100079300,"Reznick Group, AssureCare Risk Management Inc, Colonial Healthcare Inc, Gypsum Management and Supply",Breaches
100079400,"Rhinebeck Health Center, Center for Progressive Medicine",Breaches
670,Rhode Island Department of Health,DischargeSurvey
3710,Rhode Island Hospital,DischargeFOIA
100079500,Riderwood Village,Breaches
6460,Risarc,DischargeFOIA
100079600,Rite Aid Corporation,Breaches
100079700,RIte Aid Corporation,Breaches
100079800,Rite Aid Corporation,Breaches
100079900,River Falls Medical Clinic,Breaches
100080000,"Riverside Mercy Hospital, Mercy Health Partners",Breaches
100080100,"RJL Insurance Services, LLC, RJL Wealth Management",Breaches
100080200,Robbins Eye Center,Breaches
100080300,Robley Rex VA Medical Center,Breaches
100080400,Rockbridge Area Community Services,Breaches
6470,Rockburn Institute,DischargeFOIA
6480,"Romi Group, Inc.",DischargeFOIA
100080500,Roudebush Veterans Administration Medical Center,Breaches
6490,Rpc Consulting,DischargeFOIA
6500,Rpm Health,DischargeFOIA
5140,Rppc Region 7/ Llumc,DischargeFOIA
100080600,"RR Donnelley, UnitedHealthcare, Boy Scouts of America",Breaches
7970,Rti International,DischargeFOIA
7980,Rutgers,DischargeFOIA
4680,"Rutledge, Ecenia & Purnell, P.A.",DischargeFOIA
100080700,RxAmerica and Accendo Insurance Company,Breaches
1250,S & C Anderson Inc,DischargeFOIA
6510,S2 Statistical Solutions,DischargeFOIA
9850,Sacramento Bee,DischargeFOIA
3720,Sacred Heart Health System,DischargeFOIA
3730,Sacred Heart Medical Center,DischargeFOIA
100080800,Safe Harbor Med,Breaches
100080900,"Safe Ride Services, Inc.",Breaches
100081000,Sagebrush Medical Plaza/Kern Medical Center,Breaches
100081100,Saint Barnabas Health Care Systems and Newark Beth Israel Medical Center,Breaches
100081200,Saint Francis Broken Arrow (Broken Arrow Medical Center),Breaches
100081300,"Saint Marys Hospital, Naugatuck Valley Community College",Breaches
100081400,Saint Marys Regional Medical Center,Breaches
100081500,Salina Regional Health Center,Breaches
3740,Samaritan Hospital,DischargeFOIA
100081600,"Samaritan Hospital, Rensselaer County Jail",Breaches
3750,Samaritan Medical Cener,DischargeFOIA
3760,San Antonio Community Hospital,DischargeFOIA
11120,San Diego Organizing Project,DischargeFOIA
100081700,San Diego Regional Center,Breaches
7990,San Diego State University,DischargeFOIA
5150,San Francisco Dept Of Public Health,DischargeFOIA
100081800,San Jose Medical Group,Breaches
100081900,San Juan Capistrano Unified School District (CA),Breaches
5160,San Luis Obispo Public Health Department,DischargeFOIA
5170,San Mateo County Health System,DischargeFOIA
3770,Santa Barbara Cottage Hospital,DischargeFOIA
9100,Santa Barbara Homeless Blog,DischargeFOIA
5180,Santa Clara County Public Health Department,DischargeFOIA
3780,Santa Clara Valley Medical,DischargeFOIA
3790,Santa Rosa Memorial Hospital,DischargeFOIA
10200,Sarasota County Property Appraiser,DischargeFOIA
3800,Sarasota Memorial Hospital,DischargeFOIA
100082000,Sawicki and Phelps,Breaches
100082100,Schneck Medical Center,Breaches
100082200,School for the Physical City High School,Breaches
100082300,Science Applications International Corp. (SAIC),Breaches
6520,"SciMetrika, LLC",DischargeFOIA
3810,Scott & White Health System,DischargeFOIA
100082400,Scott County Memorial Hospital,Breaches
3820,Scripps Health,DischargeFOIA
9860,Scripps Treasure Coast Newspapers,DischargeFOIA
20,SDI Health,DischargeFOIA
100082500,Seacoast Radiology,Breaches
5190,Seattle & King County Public Health,DischargeFOIA
3830,Seattle Cancer Care Alliance,DischargeFOIA
3840,Seattle Childrens Hospital,DischargeFOIA
9870,Seattle Post Intellenger,DischargeFOIA
9880,Seattle Times,DischargeFOIA
100082600,Security Mutual Life Insurance Company of New York,Breaches
100082700,Select Physical Therapy,Breaches
3850,Sentara,DischargeFOIA
100082800,Sentara Virginia Beach General Hospital,Breaches
100082900,Sentry Insurance,Breaches
850,Service Employees International Union (SEIU),DischargeFOIA
100083000,Seton Health System,Breaches
3860,Seton Healthcare Family,DischargeFOIA
100083100,"Seton Healthcare Family, HealthLOGIX",Breaches
100083200,Seton Healthcare Network,Breaches
100083300,Several Indianapolis pharmacies,Breaches
6530,Sg2,DischargeFOIA
100083400,Shands at UF,Breaches
3870,Shands Healthcare Planning,DischargeFOIA
3880,Shannon Medical Center,DischargeFOIA
3890,Sharp Healthcare,DischargeFOIA
5200,Shasta County Public Health,DischargeFOIA
100083500,Sheppard Air Force Base,Breaches
3900,"Sherman/Grayson Hospital, Llc",DischargeFOIA
100083600,SHIELDS For Families,Breaches
3910,Shriners Hospital - Spokane,DischargeFOIA
3920,Shriners Hospital For Children N Ca,DischargeFOIA
6540,Sid Childers,DischargeFOIA
100083700,Sierra Plastic Surgery,Breaches
100083800,Sierra View District Hospital,Breaches
10630,Signature Healthcare Consulting,DischargeFOIA
100083900,Silicon Valley Eyecare Optometry and Contact Lenses,Breaches
100084000,SilverPop,Breaches
100084100,"Silverpop Systems, Inc. Health and Welfare Plan",Breaches
8000,Simmons College,DischargeFOIA
100084200,Sinai Medical Center of Jersey City LLC,Breaches
100084300,"Sisters of St. Francis Health Services via Advanced Receivables Strategy (ARS), a Perot Systems Company",Breaches
100084400,"Sitka Wellness Center, EMR4Doctors.com",Breaches
100084500,Skagit County Health Department,Breaches
3930,Skagit Valley Hospital,DischargeFOIA
100084600,"Sky Lakes Medical Center, Verus Inc.",Breaches
9240,Sma Info Partners Llc,DischargeFOIA
6550,Smg Marketing,DischargeFOIA
100084700,Smile Designs,Breaches
5210,Snohomish Health District,DischargeFOIA
6560,Social And Scientific System Inc.,DischargeFOIA
100084800,Social Security Administration,Breaches
100084900,Social Security Administration (SSA),Breaches
920,"Solucient, LLC",DischargeFOIA
5220,Sonoma County Department Of Health Services,DischargeFOIA
100085000,Sonoma Valley Hospital,Breaches
100085100,Soundental Associates P.C.,Breaches
100085200,"South Carolina Health and Human Services, South Carolina Medicaid",Breaches
680,"South Carolina State Budget & Control Board, Office of Research and Statistics",DischargeSurvey
100085300,South Carolina State Budget and Control Board Employee Insurance Program,Breaches
100085400,South County Hospital,Breaches
690,South Dakota Association of Healthcare Organizations,DischargeSurvey
9890,South Florida Business Journal,DischargeFOIA
100085500,"South Florida State Hospital, GEO Care LLC",Breaches
3940,South Lake Hospital,DischargeFOIA
100085600,"South Miami Hospital, Baptist Health",Breaches
100085700,"South Shore Hospital, Active Data Solutions",Breaches
3950,Southeast Georgia Health System,DischargeFOIA
100085800,"Southern California Medical-Legal Consultants, Inc. (SCMLC)",Breaches
100085900,Southern Environmental Law Center,Breaches
3960,Southern Maine Medical Center,DischargeFOIA
100086000,"Southern Perioperative Services, P.C.",Breaches
100086100,Southwest Ambulance,Breaches
10210,Southwest Florida Water Management District,DischargeFOIA
100086200,Southwest Medical Association,Breaches
100086300,Southwest Seattle Orthopaedic and Sports Medicine,Breaches
100086400,Southwestern Indiana Regional Council on Aging (SWIRCA),Breaches
100086500,Spartanburg Regional Hospital,Breaches
100086600,Speare Memorial Hospital,Breaches
100086700,Spectrum Family Medical,Breaches
100086800,"Spectrum Health Systems, Inc.",Breaches
3970,Spine Centers Of America,DischargeFOIA
5230,Spokane Regional Health District,DischargeFOIA
3980,St Agnes Medical Center,DischargeFOIA
3990,St Davids Healthcare,DischargeFOIA
4000,St Joseph Hospital,DischargeFOIA
4010,St Jude Medical Center,DischargeFOIA
4020,St Louise Regional Hospital,DischargeFOIA
4030,St Luke Rehabilitation Institute,DischargeFOIA
4040,St Lukes Hospital Roosevelt,DischargeFOIA
100086900,St. Anthony Central Hospital,Breaches
100087000,St. Catherine Medical Center,Breaches
100087100,St. Charles Bend and Redmond,Breaches
100087200,St. Elizabeths Medical Center,Breaches
100087300,St. Francis Hospital,Breaches
100087400,St. Francis Hospital,Breaches
100087500,St. James Hospital and Health Centers,Breaches
100087600,St. Johns Mercy Medical Group,Breaches
100087700,St. Joseph Health System,Breaches
100087800,St. Joseph Medical Center,Breaches
100087900,"St. Joseph Medical Center, Baxter, Baker, Sidle, Conn & Jones",Breaches
4050,St. Joseph Regional Health Center,DischargeFOIA
100088000,St. Josephs Medical Center,Breaches
100088100,"St. Josephs Medical Center, HealthCare Clinical Laboratory, Patient Service Center",Breaches
100088200,St. Jude Heritage Medical Group,Breaches
100088300,St. Louis University,Breaches
10510,St. Lukes Cataract & Laser Institute,DischargeFOIA
4060,St. Lukes Episcopal Hospital,DischargeFOIA
100088400,St. Marks Medical Center,Breaches
100088500,St. Mary and Elizabeth Hospital Womens Center,Breaches
100088600,St. Mary Medical Center,Breaches
4070,St. Marys Health System,DischargeFOIA
8010,St. Olaf College,DischargeFOIA
100088700,St. Peters Hospital,Breaches
100088800,St. Ritas Medical Center,Breaches
100088900,St. Therese Medical Group,Breaches
100089000,St. Vincent Hospital,Breaches
100089100,St. Vincent Hospital (Saint Vincent),Breaches
100089200,"St. Vincent Hospital, Verus, Inc.",Breaches
4080,St. Vincents Healthcare,DischargeFOIA
100089300,St. Vrain Valley School District,Breaches
100089400,Sta-Home Health & Hospice,Breaches
4090,Stanford Hospital & Clinics,DischargeFOIA
100089500,"Stanford School of Medicine, Lucile Packard Childrens Hospital",Breaches
8020,Stanford Univ School Of Medicine,DischargeFOIA
8030,Stanford University,DischargeFOIA
100089600,Stanford University Hospital and Clinics,Breaches
100089700,"Stanford University Medical Center, Stanford Hospital and Clinics, Stanford School of Medicine",Breaches
5240,Stanislaus  County Health  Services Agency,DischargeFOIA
100089800,StarCite Inc.,Breaches
100089900,"State Department of Labor and Industries, Washington State Employees Credit Union, Court of Appeals",Breaches
1120,State Farm Insurance,DischargeFOIA
100090000,State Farm Insurance,Breaches
100090100,State of California - Department of Corrections and Rehabilitations (CDCR) Parole Outpatient Clinic,Breaches
100090200,State of California Department of Health Care Services (DHCS),Breaches
9110,State Of Maryland - Hscrc,DischargeFOIA
100090300,State of Tennessee Sponsored Group Health Plan,Breaches
100090400,Staten Island University Hospital,Breaches
6570,Stern Consulting Llc,DischargeFOIA
6580,Steve Clark & Associates,DischargeFOIA
100090500,Stevens Hospital Emergency Room via dishonest employee of billing company Med Data,Breaches
6590,Stinson Partners Llc,DischargeFOIA
100090600,Stone Oak Urgent Care and Family Practice,Breaches
6600,Stratasan,DischargeFOIA
6890,Strategic Healthcare Measures,DischargeFOIA
6610,"Strategic Marketing Innovations, Llc",DischargeFOIA
6620,Strategic Medical Properties,DischargeFOIA
6630,Strategic Planning Md,DischargeFOIA
100090700,Strong Memorial Hospital,Breaches
100090800,"Stronghold Counseling Services, Inc.",Breaches
6640,Strongsquare Llc,DischargeFOIA
6650,Stroudwater Associates,DischargeFOIA
100090900,"Summit Medical Group, Emory Family Practice, Fountain City Family Physicians, Office of Dr. Kenneth Reese",Breaches
9900,Sun Journal,DischargeFOIA
100091000,SunBridge Healthcare,Breaches
100091100,SunBridge Healthcare Corporation,Breaches
4100,Sunnyside Community Hospital,DischargeFOIA
4110,Suny Downstate Medical Center,DischargeFOIA
8040,Suny School Of Public Health,DischargeFOIA
